seed,rank_within_seed,departure_date,launch_epoch,arrival_epoch,total_dsm_kms,objective_total_dv_kms,c3_kms2,arrival_vinf_kms,total_tof_years,detail_file,detail_json_path
seed2718,31,2030-03-28,2030-Mar-28 05:20:45.367584,2035-Oct-21 05:58:28.061465,2.070692831154,2.070692831154,14.999999999983,5.869440242467,5.566122350682,rank_031.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_031.json
seed314,37,2030-03-28,2030-Mar-28 05:20:39.708358,2035-Oct-21 05:58:00.921009,2.070692831154,2.070692831154,14.999999999987,5.869440132093,5.566121669983,rank_037.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_037.json
seed314,35,2030-03-28,2030-Mar-28 05:20:38.850378,2035-Oct-21 05:56:43.847456,2.070692831154,2.070692831154,14.999999999993,5.869441835041,5.566119254857,rank_035.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_035.json
seed314,34,2030-03-28,2030-Mar-28 05:20:39.019314,2035-Oct-21 05:57:31.498600,2.070692831154,2.070692831154,14.999999999994,5.869440989431,5.566120759477,rank_034.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_034.json
seed314,36,2030-03-28,2030-Mar-28 05:20:37.929530,2035-Oct-21 05:56:20.472400,2.070692831154,2.070692831154,14.999999999996,5.869442253433,5.566118543326,rank_036.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_036.json
seed2718,33,2030-03-28,2030-Mar-28 05:20:41.936724,2035-Oct-21 05:57:23.753726,2.070692831155,2.070692831155,14.999999999828,5.869441393684,5.566120421610,rank_033.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_033.json
seed2718,34,2030-03-28,2030-Mar-28 05:20:39.648351,2035-Oct-21 05:56:08.897871,2.070692831155,2.070692831155,14.999999999916,5.869442595684,5.566118122085,rank_034.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed2718/candidate_details/rank_034.json
seed314,40,2030-03-28,2030-Mar-28 05:20:44.763798,2035-Oct-21 05:58:42.057271,2.070692831155,2.070692831155,14.999999999982,5.869439699663,5.566122813315,rank_040.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_040.json
seed314,39,2030-03-28,2030-Mar-28 05:20:39.131318,2035-Oct-21 05:57:50.923508,2.070692831155,2.070692831155,14.999999999986,5.869440236775,5.566121371466,rank_039.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_039.json
seed314,38,2030-03-28,2030-Mar-28 05:20:38.734601,2035-Oct-21 05:57:40.602429,2.070692831155,2.070692831155,14.999999999989,5.869440288840,5.566121056982,rank_038.json,/Users/ike/Desktop/Purdue/2025-2026/AAE450/minos-1-orbits-cloud-arch/v2/good_results/dvega/dvega_batches/seed314/candidate_details/rank_038.json
